"CheckinId","UserName","Light","Smooth","Clean","Sweet","Woody","Zippy","Strong","Hoppy","Floral","Citrus","Milk","Dark","Creamy","Mouthfeel","Soft","Boozy","Caramel","Oatmeal","Dry","Malty","Piney","Grassy","Tart","Sour","Salty","Fruity","Heat","Bitter","Coffee","Roasty","Chocolate","Juicy","Funky","Acidic","Crushable","LocationName","LocationId","BeerId","BeerName","BeerRating"
"632511877","tim.manley",0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"","0","1954934","IPA",4.25
"632484792","tim.manley",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"Oslo","243212","1957147","Big Bunny",3.75
"632473081","tim.manley",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Oslo","243212","2708483","Shades of Marble",4.25
"632469777","tim.manley",0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Oslo","243212","502651","Of Foam And Fury",4.5
"632466778","tim.manley",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oslo","243212","179290","Full Sail",3.75
"632466125","tim.manley",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Oslo","243212","451064","Chipotle Porter",3.5
"632463085","tim.manley",1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"Oslo","243212","1540476","Althea",4.5
"632462169","tim.manley",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"","0","783587","Blond",3.5
"632459719","tim.manley",0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Oslo","243212","282923","Buried At Sea",4.25
"632438788","tim.manley",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"","0","437238","Hurricane IPA",4
"632252077","tim.manley",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","0","2575215","Hop Adventure Series Eureka",4
"632186248","tim.manley",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Rathbaun Hotel Lisdoonvarna","1725931","80574","Guinness Original (Europe)",3.75
"631863190","tim.manley",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bunratty Castle Hotel","375577","2181645","Citra IPA",3.75
"631795976","tim.manley",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Durty Nelly's","452823","80574","Guinness Original (Europe)",3.75
"631734076","tim.manley",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Durty Nelly's","452823","2356449","Sorachi Irish Red",3.5
"631718343","tim.manley",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Durty Nelly's","452823","2356449","Sorachi Irish Red",3.5
"631617148","tim.manley",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","0","1743544","Voodoo Ranger IPA",3.75
"630024540","tim.manley",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Ron's Original Bar & Grille","10615","2671554","Ritual Colors",3.75
"630012025","tim.manley",0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Ron's Original Bar & Grille","10615","2386544","Breaking the Waves",4.25
"626867747","tim.manley",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Liberty Union Bar & Grille","173776","1872847","Typecast Farmhouse IPA",3.5
"626860201","tim.manley",0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Liberty Union Bar & Grille","173776","1965001","Powder Dreams",4.25
"625254181","tim.manley",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"The Crying Room","5773162","2271408","Vulpulin",4
"625201753","tim.manley",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"The Crying Room","5773162","1856881","Micro Manager",3.75
"625177621","tim.manley",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"The Crying Room","5773162","2179926","Sugar Coated Pony Kisses",3.5
"625116001","tim.manley",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"The Crying Room","5773162","2271408","Vulpulin",4
"625106973","tim.manley",0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"The Crying Room","5773162","1724930","Big Hoppa",4.25
"624269365","tim.manley",0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Yard House","6033716","1066203","Boom Sauce",4.25
"624246899","tim.manley",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Yard House","6033716","2095023","Stone Scorpion Bowl IPA",3.75
"621394610","tim.manley",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"The Crying Room","5773162","2271408","Vulpulin",4
"621369363","tim.manley",0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"The Crying Room","5773162","10050","Double Jack",5
"620735892","tim.manley",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Liberty Union Bar & Grille","173776","1653297","Grapefruit Summer Catch",3.75
"620721301","tim.manley",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Liberty Union Bar & Grille","173776","347859","Lil Heaven Session IPA",4.25
"616126855","tim.manley",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mom & Dad's House","6656366","339835","Stupid Paddle Boat IPA",3.5
"616103352","tim.manley",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mom & Dad's House","6656366","1856881","Micro Manager",3.75
"616079888","tim.manley",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mom & Dad's House","6656366","339835","Stupid Paddle Boat IPA",3.5
"616074373","tim.manley",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","0","1856881","Micro Manager",3.75
"616062380","tim.manley",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mom & Dad's House","6656366","1856881","Micro Manager",3.75
"616030636","tim.manley",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Mom & Dad's House","6656366","2179926","Sugar Coated Pony Kisses",3.5
"615995692","tim.manley",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Mom & Dad's House","6656366","2179926","Sugar Coated Pony Kisses",3.5
"614793510","tim.manley",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Liberty Union Bar & Grille","173776","2686603","Low Low",4.5
"614781987","tim.manley",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Liberty Union Bar & Grille","173776","18665","Unearthly",3.75
"613252553","tim.manley",0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"The Crying Room","5773162","2439058","Pics Or It Didn't Happen",3.75
"613246516","tim.manley",0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"The Crying Room","5773162","1331388","2XSMASH",3.75
"613236398","tim.manley",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"The Crying Room","5773162","1856881","Micro Manager",3.75
"613178496","tim.manley",0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Eagle Tavern & Taproom","19534","11845","Head Hunter IPA",4.5
"613165845","tim.manley",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Eagle Tavern & Taproom","19534","1204449","Raja Double IPA",4.25
"612711114","tim.manley",0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kahlihari Resort Room 3234","4157051","1343821","Panic Room",4
"612709892","tim.manley",0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kahlihari Resort Room 3234","4157051","1331388","2XSMASH",3.75
"612548989","tim.manley",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ivory Coast Restaurant","3434397","5607","Oak Barrel Stout",4
"612534377","tim.manley",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ivory Coast Restaurant","3434397","4509","IPA",4
"611739881","tim.manley",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Liberty Union Bar & Grille","173776","2462389","Aloha Sculpin",3.75
"611727674","tim.manley",0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Liberty Union Bar & Grille","173776","2599394","Berner IPA",4.25
"609314531","tim.manley",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Talamore Country Club","71292","877536","Talamore Lager",3
"609294919","tim.manley",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Talamore Country Club","71292","877536","Talamore Lager",3
"603934674","tim.manley",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"The Pour House","789070","2029174","Crimson Pistil",3.25
"603517249","tim.manley",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"common wealth","4769955","6400","Namaste White",3
"600447862","tim.manley",0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"High Street Caffe & Vudu Lounge","10855","646818","West Coast IPA (2014-)",3.75
"600426282","tim.manley",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"High Street Caffe & Vudu Lounge","10855","3926","Blithering Idiot",3.75
"597705324","tim.manley",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"The Crying Room","5773162","2271408","Vulpulin",4
"597704828","tim.manley",0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"The Crying Room","5773162","1331388","2XSMASH",3.75
"597267084","tim.manley",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","0","2480957","Mc Chouffe (2018)",3.25
"597197842","tim.manley",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sly Fox Brewing Company - Tastin Room","272886","2575700","Tenenit",4.25
"597184317","tim.manley",0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sly Fox Brewing Company - Tastin Room","272886","172078","Hefeweizen Doppelbock",4
"594395440","tim.manley",1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Steam Pub","304370","691381","Bengali",4.5
"594379652","tim.manley",0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Steam Pub","304370","261162","Irregardless IPA",4
"593611860","tim.manley",0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"The Pour House","789070","2607676","Fluffy Stuff (Lactose IPA)",4.25
"593596618","tim.manley",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"The Pour House","789070","2586261","Death Posture",4.5
"592963404","tim.manley",0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"House Of Blues Cambridge Room","132951","119056","Deep Ellum IPA",4
"592939525","tim.manley",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","0","119056","Deep Ellum IPA",4
"592924094","tim.manley",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","0","119056","Deep Ellum IPA",4
"592915059","tim.manley",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"House Of Blues Cambridge Room","132951","119056","Deep Ellum IPA",4
"592828229","tim.manley",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Omni Mandalay Hotel at Las Colinas","79065","1257450","Shiner Wicked Ram IPA",2.5
"592825093","tim.manley",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Omni Mandalay Hotel at Las Colinas","79065","1257450","Shiner Wicked Ram IPA",2.5
"592675585","tim.manley",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Trevi's","3890981","4010","Stella Artois",3
"592660657","tim.manley",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Trevi's","3890981","6347","Birra Moretti L'Autentica",2.5
"592607817","tim.manley",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"M Bar","73048","6497","Firemans #4",3
"592419496","tim.manley",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"M Bar","73048","1257450","Shiner Wicked Ram IPA",3
"592410929","tim.manley",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"M Bar","73048","1257450","Shiner Wicked Ram IPA",3
"592410319","tim.manley",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"M Bar","73048","1257450","Shiner Wicked Ram IPA",3
"592390000","tim.manley",0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Thirsty Lion Gastropub","6946708","8065","Devil's Backbone",4.25
