"BeerId","BreweryName","BreweryURL","Style","ABV","IBU","BeerRating","TotalRatings","TotalCheckins","UniqueCheckins","MonthlyCheckins","Light","Smooth","Clean","Sweet","Woody","Zippy","Strong","Hoppy","Floral","Citrus","Milk","Dark","Creamy","Mouthfeel","Soft","Boozy","Caramel","Oatmeal","Dry","Malty","Piney","Grassy","Tart","Sour","Salty","Fruity","Heat","Bitter","Coffee","Roasty","Chocolate","Juicy","Funky","Acidic","Crushable"
5210,"Oskar Blues Brewery","/oskarblues","Pilsner - Czech","4.7%","35",3.5,"139,662","213,305","157,906","1,226",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52332,"Lakewood Brewing Company","/lakewoodbrewing","Stout - Imperial Milk / Sweet","9.1%","56",4,"28,988","56,674","32,171","279",0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2289765,"Brash Brewing Company","/w/brash-brewing-company/34146","Specialty Grain","5.5%","12",3.75,"1,305","1,641","1,474","5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2642461,"Saint Arnold Brewing Company","/saintarnold","IPA - New England","7.1%","67",4,"3,168","4,200","3,484","137",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1966351,"Firestone Walker Brewing Company","/firestonewalker","IPA - Imperial / Double","8.2%","55",4,"41,417","54,305","45,181","139",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2662240,"Lakewood Brewing Company","/lakewoodbrewing","Stout - Imperial Milk / Sweet","11.2%","56",4.5,"707","895","779","169",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2306547,"Red Gap Brewing","/w/red-gap-brewing/345151","Bock - Single / Traditional","5.9%","24",3.5,"94","112","106","13",0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2586898,"Sixpoint Brewery","/sixpoint","Sour - Gose","4%","No",3.75,"5,072","6,268","5,710","924",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
687492,"Buffalo Bayou Brewing","/buffbrew","Witbier","6%","20",3.5,"4,788","7,820","5,514","94",1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5773,"Lazy Magnolia Brewing Company","/LazyMagnoliaBrewingCompany","Brown Ale - English","4.5%","19",3.5,"78,383","115,859","87,332","667",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2544781,"Shannon Brewing Company ","/ShannonBrewingCo","Kristallweizen","6.2%","22",3.5,"637","770","697","119",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1561902,"Shannon Brewing Company ","/ShannonBrewingCo","Scotch Ale / Wee Heavy","8.5%","25",4,"634","808","710","2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2256861,"Shannon Brewing Company ","/ShannonBrewingCo","Porter - Baltic","7.5%","27",3.75,"98","111","106","8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1612289,"Ninkasi Brewing Company","/NinkasiBrewingCompany","Stout - Imperial / Double","10%","100",4,"3,672","4,220","4,033","16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2635782,"BPS","/w/bps/391394","Homebrew, Extra Special / Strong Bitter","5.5%","25",0,"5","5","5","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
836,"Brouwerij Van Eecke","/w/brouwerij-van-eecke/301","Belgian Strong Golden Ale","7.5%","40",3.5,"35,164","46,142","38,764","448",1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2130728,"Saint Arnold Brewing Company","/saintarnold","Barleywine - American","12.8%","25",4.25,"2,718","3,483","2,986","22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2381562,"SpindleTap Brewery","/SpindleTapBrewery","IPA - American","6.8%","No",4.25,"1,592","2,397","1,759","18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2507700,"Saint Arnold Brewing Company","/saintarnold","Stout - Imperial / Double","13.4%","48",4.25,"3,141","4,242","3,436","135",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
3784,"Anheuser-Busch","/AnheuserBusch","Lager - American Light","4.2%","27",2.25,"345,951","1.5M+","422,676","8,108",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3811,"Miller Brewing Company","/millercoors","Lager - North American Adjunct","4.2%","10",2.5,"297,953","1.39M+","360,498","8,227",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
880312,"Texas Ale Project","/TexasAleProject","Red Ale - American Amber / Red","6%","32",3.5,"9,494","13,279","10,667","137",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2454011,"The Collective Brewing Project","/TheCollectiveBrewingProject","Sour - Ale","4.5%","No",3.75,"792","953","904","16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2293147,"Jester King Brewery","/jesterking","American Wild Ale","5.8%","6",4.25,"1,680","2,077","1,887","49",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2513272,"Shannon Brewing Company ","/ShannonBrewingCo","Stout - Russian Imperial","12.2%","47",4,"85","109","100","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2413389,"Shannon Brewing Company ","/ShannonBrewingCo","Stout - Russian Imperial","11.5%","No",4,"120","163","135","5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2504072,"Shannon Brewing Company ","/ShannonBrewingCo","Sour - Ale","5.2%","28",4,"18","19","19","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2505296,"Shannon Brewing Company ","/ShannonBrewingCo","IPA - White","6.5%","60",3.75,"71","87","84","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
13388,"Guinness","/Guinness","Red Ale - Irish","4.5%","No",3.5,"205,753","383,140","235,731","2,363",0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
1199,"Guinness","/Guinness","Stout - Foreign / Export","7.5%","47",3.75,"52,944","79,871","60,604","570",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1310427,"Heineken Ireland","/w/heineken-ireland/1418","Red Ale - Irish","4.5%","No",3.25,"1,539","1,853","1,754","46",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7120,"Heineken Ireland","/w/heineken-ireland/1418","Red Ale - Irish","5%","No",3.25,"45,449","62,347","51,496","376",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4473,"Guinness","/Guinness","Stout - Irish Dry","4.2%","45",3.75,"541,327","1.87M+","618,163","11,309",1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5991,"Carlsberg Group","/CarlsbergGroup","Lager - Euro","5%","8",3,"173,896","356,847","200,017","4,651",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266065,"Two Roads Brewing Company","/TwoRoadsBrewing","IPA - Imperial / Double","8%","65",3.75,"65,486","111,932","72,357","1,016",0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19004,"Boston Beer Company","/samadams","Strong Ale - American","27%","No",4.5,"13,409","17,249","15,612","40",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
853242,"Firestone Walker Brewing Company","/firestonewalker","Stout - Oatmeal","5.5%","23",4,"29,420","38,461","32,307","113",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2022323,"Small Brewpub","/SmallBrewpub","IPA - New England","7.5%","No",4,"893","1,352","1,004","21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2358056,"Shannon Brewing Company ","/ShannonBrewingCo","IPA - American","6.5%","63",3.75,"1,000","1,281","1,106","118",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2399122,"Shannon Brewing Company ","/ShannonBrewingCo","Stout - Milk / Sweet","5.7%","31",4.25,"11","12","12","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1562522,"Avery Brewing Co.","/AveryBrewingCo","Stout - Imperial / Double","13.7%","No",4.25,"4,929","5,908","5,390","65",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4996,"Dogfish Head Craft Brewery","/dogfishbeer","Pumpkin / Yam Beer","7%","28",3.75,"153,852","268,718","172,412","67",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1026561,"Taft's Brewing Company","/TaftsAleHouse","Brown Ale - American","5.6%","12",3.75,"3,452","4,598","3,796","190",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1026563,"Taft's Brewing Company","/TaftsAleHouse","IPA - American","7%","65",3.75,"8,610","12,009","9,491","294",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2157962,"West Side Brewing","/WestSideBrewingLLC","Lager - American Amber / Red","5.25%","28",3.5,"510","672","584","18",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2248329,"Lamplighter Brewing Co.","/LamplighterBrewingCo","Sour - Ale","4.7%","No",3.75,"705","862","803","1",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1645750,"Eureka Heights Brew Co","/EurekaHeightsBrewCo","Cream Ale","4.2%","15",3.5,"2,688","3,742","3,088","142",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
860134,"Blue Owl Brewing","/BlueOwlBrewing","Sour - Ale","6.1%","40",3.75,"8,521","11,654","9,661","41",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9060,"Cigar City Brewing","/CigarCityBrewing","Stout - American Imperial / Double","10.2%","80",4.5,"25,897","37,948","29,427","80",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2227777,"Shannon Brewing Company ","/ShannonBrewingCo","Kristallweizen","5.6%","30",3.75,"156","188","181","2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2289088,"Shannon Brewing Company ","/ShannonBrewingCo","Red Ale - Irish","5.5%","34",3.75,"19","20","20","2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2256842,"Shannon Brewing Company ","/ShannonBrewingCo","IPA - English","5.6%","63",3.5,"66","86","80","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286137,"Wicked Weed Brewing","/WickedWeedBrewing","American Wild Ale","6.6%","16",4.25,"26,402","38,632","29,638","106",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
793015,"Jester King Brewery","/jesterking","American Wild Ale","6.4%","8",4.25,"4,883","6,592","5,649","11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1607252,"Shannon Brewing Company ","/ShannonBrewingCo","IPA - New England","6.8%","70",3.75,"691","914","795","8",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1205989,"Shannon Brewing Company ","/ShannonBrewingCo","Stout - Milk / Sweet","5.7%","31",4.25,"293","365","325","0",1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
805959,"Rabbit Hole Brewing","/RabbitHoleBrewing","Red Ale - Imperial / Double","7.7%","88",3.75,"3,637","5,031","4,053","55",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2212501,"Rabbit Hole Brewing","/RabbitHoleBrewing","Lager - Pale","4.6%","25",3.5,"460","625","533","40",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332174,"Rabbit Hole Brewing","/RabbitHoleBrewing","Saison / Farmhouse Ale","6.41%","21",3.5,"1,723","2,336","1,962","4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2084225,"Martin House Brewing Company","/martinhousebrewing","Sour - Gose","6.5%","3",4.25,"1,864","2,443","2,049","9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2282849,"Fredericksburg Brewing Co.","/w/fredericksburg-brewing-co/5796","Lager - American Light","No","No",0,"5","5","5","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25055,"Fredericksburg Brewing Co.","/w/fredericksburg-brewing-co/5796","Porter - American","5.3%","No",3.5,"1,852","2,365","2,083","17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78492,"Fredericksburg Brewing Co.","/w/fredericksburg-brewing-co/5796","IPA - Imperial / Double","7%","119",3.5,"261","331","294","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37001,"Fredericksburg Brewing Co.","/w/fredericksburg-brewing-co/5796","Pale Ale - American","5.8%","No",3.25,"1,843","2,269","2,094","19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10439,"Fredericksburg Brewing Co.","/w/fredericksburg-brewing-co/5796","Red Ale - American Amber / Red","5.3%","No",3.5,"2,061","2,525","2,340","19",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41968,"Fredericksburg Brewing Co.","/w/fredericksburg-brewing-co/5796","Lager - Helles","4.3%","No",3.5,"253","309","291","19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38150,"Fredericksburg Brewing Co.","/w/fredericksburg-brewing-co/5796","Blonde Ale","5%","No",3.25,"1,290","1,533","1,473","17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
49909,"Fredericksburg Brewing Co.","/w/fredericksburg-brewing-co/5796","Lager - Pale","4.9%","No",3.25,"284","336","322","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2293296,"Jester King Brewery","/jesterking","Saison / Farmhouse Ale","7%","30",4,"1,028","1,217","1,162","41",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2267172,"Jester King Brewery","/jesterking","Saison / Farmhouse Ale","5.8%","12",4.25,"1,723","2,104","1,938","36",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1582861,"Trillium Brewing Company","/TrilliumBrewing","IPA - Imperial / Double","8.5%","No",4.25,"13,982","20,521","15,193","143",1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
