"BeerId","BreweryName","BreweryURL","Style","ABV","IBU","BeerRating","TotalRatings","TotalCheckins","UniqueCheckins","MonthlyCheckins","Light","Smooth","Clean","Sweet","Woody","Zippy","Strong","Hoppy","Floral","Citrus","Milk","Dark","Creamy","Mouthfeel","Soft","Boozy","Caramel","Oatmeal","Dry","Malty","Piney","Grassy","Tart","Sour","Salty","Fruity","Heat","Bitter","Coffee","Roasty","Chocolate","Juicy","Funky","Acidic","Crushable"
500519,"Karbach Brewing Co","/karbachbrewing","Porter - Imperial / Double","10.8%","No",4.25,"2,188","3,414","2,473","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372549,"Karbach Brewing Co","/karbachbrewing","Porter - Imperial / Double","11%","No",4.25,"961","1,321","1,097","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501872,"Enchanted Manor Winery","/w/enchanted-manor-winery/36899","Mead - Other","12%","No",3.75,"178","238","202","2",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6388,"Lagunitas Brewing Company","/LagunitasBrewingCo","IPA - Belgian","8.8%","72",3.75,"45,866","75,610","52,143","7",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
648639,"Clown Shoes","/ClownShoes","Scotch Ale / Wee Heavy","10%","No",3.75,"5,922","6,919","6,399","6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
580354,"Deschutes Brewery","/DeschutesBrewery","Belgian Quad","12%","15",4,"17,340","22,004","19,056","23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248362,"Brewery John Martin & Brewery Timmermans","/breweryTimmermans","Pumpkin / Yam Beer","4%","No",3.5,"13,114","16,380","14,830","6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
847489,"Buffalo Bayou Brewing","/buffbrew","Pumpkin / Yam Beer","9%","25",3.75,"2,329","3,010","2,592","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
505643,"Rogue Ales","/rogueales","Brown Ale - American","5.4%","31",3.5,"24,746","29,455","27,292","7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3952,"Dogfish Head Craft Brewery","/dogfishbeer","IPA - American","6%","60",3.75,"317,343","767,327","357,785","5,381",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
