"BeerId","BreweryName","BreweryURL","Style","ABV","IBU","BeerRating","TotalRatings","TotalCheckins","UniqueCheckins","MonthlyCheckins","Light","Smooth","Clean","Sweet","Woody","Zippy","Strong","Hoppy","Floral","Citrus","Milk","Dark","Creamy","Mouthfeel","Soft","Boozy","Caramel","Oatmeal","Dry","Malty","Piney","Grassy","Tart","Sour","Salty","Fruity","Heat","Bitter","Coffee","Roasty","Chocolate","Juicy","Funky","Acidic","Crushable"
1912953,"Levante Brewing Company","/LevanteBrewing","Porter - Other","5.4%","32",3.75,"1,164","1,454","1,243","10",0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1734956,"Levante Brewing Company","/LevanteBrewing","IPA - New England","5.9%","34",4,"9,359","14,621","10,082","444",0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2038819,"Levante Brewing Company","/LevanteBrewing","IPA - Session / India Session Ale","5%","48",3.75,"2,037","2,734","2,202","3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1192406,"Levante Brewing Company","/LevanteBrewing","IPA - Imperial / Double","8.2%","73",4,"1,903","2,588","2,044","47",1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
128855,"Shipyard Brewing Company","/shipyardbrewing","IPA - American","6%","68",3.5,"67,392","94,189","75,135","549",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2583864,"Sea Dog Brewing Company","/seadogbrewing","Red Ale - American Amber / Red","5%","No",3.5,"125","149","142","18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1369265,"Shipyard Brewing Company","/shipyardbrewing","IPA - Session / India Session Ale","4.5%","No",3.5,"19,244","25,163","21,468","460",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212468,"Sea Dog Brewing Company","/seadogbrewing","Fruit Beer","4.6%","10",3.5,"26,817","36,543","30,020","433",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
664024,"Warped Wing Brewery","/WarpedWingBrewery","IPA - Session / India Session Ale","4.8%","67",3.75,"4,885","7,499","5,340","98",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
334772,"The Dayton Beer Company","/TheDaytonBeerCompany","IPA - Imperial / Double","8%","99",3.5,"4,202","6,023","4,605","46",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
560819,"Land-Grant Brewing Company","/LandGrantBrewingCompany","IPA - Session / India Session Ale","4.7%","44",3.75,"7,018","10,360","7,793","167",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1496801,"Christian Moerlein Brewing","/ChristianMoerleinBrewing","IPA - American","6.2%","65",3.5,"7,008","9,428","7,743","312",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355890,"Millersburg Brewing Company","/MillersburgBrewingCompany","IPA - American","7.5%","70",3.75,"7,376","10,749","7,992","106",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1441008,"BrewDog","/brewdogbrewery","IPA - American","6.5%","40",3.75,"120,018","188,763","128,971","6,280",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
393430,"Rhinegeist Brewery","/Rhinegeist","IPA - American","7.2%","75",3.75,"74,261","164,233","81,757","2,370",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1931824,"Wyndridge Farm","/WyndridgeFarm","IPA - Imperial / Double","8.3%","75",3.75,"4,788","5,884","5,211","243",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
600426,"Crispin Cider Company","/crispincider","Cider - Perry","4.5%","No",3.5,"14,565","19,220","16,358","78",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
556978,"Terrapin Beer Co. ","/terrapinbeerco","IPA - American","5.9%","80",3.75,"87,370","135,624","96,450","1,797",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2165361,"MadTree Brewing Company","/Madtree","IPA - American","7.5%","70",4,"9,193","12,908","10,065","665",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2589789,"Rivertowne Brewing (Pennsylvania)","/RivertowneBrewingPennsylvania","IPA - American","6.1%","No",3.5,"1,066","1,240","1,165","174",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1452467,"Grupo Modelo","/GrupoModelo","Lager - American Light","4.5%","No",3,"19,131","24,865","21,749","940",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5702,"BrewDog","/brewdogbrewery","IPA - American","5.6%","35",3.75,"250,810","585,064","273,914","8,257",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2598084,"Little Miami Brewing Company","/littlemiamibrewing","IPA - American","7%","78",3.75,"163","194","182","6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2436116,"Little Miami Brewing Company","/littlemiamibrewing","Witbier","5%","15",3.5,"282","345","314","16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2432070,"Little Miami Brewing Company","/littlemiamibrewing","Pilsner - German","4.8%","20",3.5,"254","294","281","15",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2108548,"Braxton Brewing Company","/BraxtonBrewingCo","Kölsch","5.1%","24",3.5,"1,724","2,150","1,912","65",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3121,"Greene King","/GreeneKing","Extra Special / Strong Bitter","5%","No",3.25,"99,245","155,920","111,278","1,182",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1230095,"Rhinegeist Brewery","/Rhinegeist","Hefeweizen","5.4%","10",3.75,"6,329","8,000","6,970","250",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2497396,"Abita Brewing Company","/abita","IPA - New England","6%","45",3.75,"10,069","12,655","11,188","1,134",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1062185,"Short's Brewing Company","/ShortsBrewingCompany","Golden Ale","4%","24",3.5,"14,455","19,395","15,960","556",1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
