"BeerId","BreweryName","BreweryURL","Style","ABV","IBU","BeerRating","TotalRatings","TotalCheckins","UniqueCheckins","MonthlyCheckins","Light","Smooth","Clean","Sweet","Woody","Zippy","Strong","Hoppy","Floral","Citrus","Milk","Dark","Creamy","Mouthfeel","Soft","Boozy","Caramel","Oatmeal","Dry","Malty","Piney","Grassy","Tart","Sour","Salty","Fruity","Heat","Bitter","Coffee","Roasty","Chocolate","Juicy","Funky","Acidic","Crushable"
415206,"Höganäs Bryggeri","/HoganasBryggeri","Pale Ale - American","5.6%","48",3.5,"5,767","7,104","6,120","188",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67239,"Spendrups Bryggeri","/SpendrupsBryggeri","Lager - Pale","4.2%","No",2.5,"4,655","5,747","5,036","79",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8745,"Bayerische Staatsbrauerei Weihenstephan","/weihenstephaner","Hefeweizen","5.4%","14",3.75,"230,067","374,553","255,878","4,522",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6908,"Russian River Brewing Company","/w/russian-river-brewing-company/5143","American Wild Ale","10%","10",4.25,"52,561","83,826","58,859","451",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
444121,"Boston Beer Company","/samadams","Witbier","5.3%","10",3.5,"196,261","369,887","220,204","253",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2540185,"Epcot","/w/epcot/298854","Lager - American Light","No","No",3.25,"137","158","156","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23910,"Orange Blossom Brewing Company","/obp","Pilsner - Other","5.5%","7",3.5,"23,815","32,751","26,979","276",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1279185,"North Coast Brewing Company","/w/north-coast-brewing-company/919","Belgian Strong Golden Ale","7.5%","No",3.5,"61","70","70","3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176962,"Angel City Brewery","/angelcitybrewing","IPA - American","6.1%","65",3.5,"34,224","50,565","38,153","657",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
593409,"Golden Road Brewing","/goldenroad","Lager - American Light","4.8%","25",3.25,"15,642","21,912","17,772","182",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
883318,"Wicked Weed Brewing","/WickedWeedBrewing","IPA - American","7.3%","70",4,"65,429","112,550","71,911","1,937",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
17961,"Red Brick Brewing Co.","/RedBrickBrewingCompany","Red Ale - American Amber / Red","5.3%","25",3.5,"24,658","34,416","28,147","99",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2,"Brouwerij Alken-Maes","/w/brouwerij-alken-maes/264","Blonde Ale - Belgian Blonde / Golden","6.7%","22",3.5,"98,854","145,593","109,318","3,063",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1898,"Browar Okocim","/w/browar-okocim/307","Lager - Pale","5.6%","18",3.25,"19,439","25,690","22,094","383",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41343,"Olde Hickory Brewery","/oldehickory","Lager - American Amber / Red","4%","20",3.5,"5,771","8,102","6,597","57",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1445852,"Brown Truck Brewery","/BrownTruckBrewery","Scotch Ale / Wee Heavy","6.5%","No",3.75,"212","263","242","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1426030,"Brown Truck Brewery","/BrownTruckBrewery","Saison / Farmhouse Ale","6.5%","No",3.75,"419","532","491","8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1512418,"Brown Truck Brewery","/BrownTruckBrewery","Lager - American Light","3.6%","14",3.75,"595","766","700","11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59622,"Deschutes Brewery","/DeschutesBrewery","IPA - American","6.4%","60",4,"287,133","604,385","313,888","5,118",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5932,"Heineken Ireland","/w/heineken-ireland/1418","Stout - Irish Dry","4%","34",3.5,"112,841","177,162","127,291","1,337",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2206168,"Magic Hat Brewing Company","/magichat","IPA - American","6.6%","66",3.5,"15,856","19,598","17,556","1,022",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2260460,"Spaten-Franziskaner-Löwenbräu-Gruppe","/w/spatenfranziskanerlowenbraugruppe/1176","Märzen","6.3%","No",3.75,"1,244","1,499","1,393","5",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2352265,"Knee Deep Brewing Company","/kneedeepbrewing","IPA - American","6.5%","46",3.75,"1,058","1,256","1,195","7",1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2488230,"2SP Brewing Company","/2SPMgr","Pale Ale - American","5%","50",3.75,"1,329","1,594","1,493","119",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
