"BeerId","BreweryName","BreweryURL","Style","ABV","IBU","BeerRating","TotalRatings","TotalCheckins","UniqueCheckins","MonthlyCheckins","Light","Smooth","Clean","Sweet","Woody","Zippy","Strong","Hoppy","Floral","Citrus","Milk","Dark","Creamy","Mouthfeel","Soft","Boozy","Caramel","Oatmeal","Dry","Malty","Piney","Grassy","Tart","Sour","Salty","Fruity","Heat","Bitter","Coffee","Roasty","Chocolate","Juicy","Funky","Acidic","Crushable"
916080,"Strange Land Brewery","/StrangeLandBrewery","Altbier","4.5%","35",3.5,"2,006","2,644","2,261","3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1544602,"Cedar Creek Brewery (TX) ","/CedarCreekBrewery","IPA - American","6.8%","65",3.75,"1,445","1,851","1,606","16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1844848,"Wicked Weed Brewing","/WickedWeedBrewing","Sour - Ale","6.4%","No",4,"3,255","3,861","3,698","7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1646558,"TUPPS Brewery","/TUPPsinMcKinney","Kölsch","5.2%","18",3.5,"1,412","1,828","1,628","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2042589,"Community Beer Company","/CommunityBeerCompanyTexas","IPA - American","8.6%","85",4,"322","380","354","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1110595,"Wicked Weed Brewing","/WickedWeedBrewing","American Wild Ale","6.5%","No",4,"10,493","12,934","11,859","117",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
545336,"Wicked Weed Brewing","/WickedWeedBrewing","Sour - Flanders Red Ale","8.7%","No",4.25,"21,959","29,826","24,673","206",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
285993,"Karbach Brewing Co","/karbachbrewing","Pale Ale - American","5.5%","40",3.5,"26,434","46,772","29,844","262",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177447,"Armadillo Ale Works™","/ArmadilloAleWorks","Stout - Imperial Oatmeal","9.5%","50",4,"4,478","6,832","4,990","41",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
855038,"Audacity Brew House","/AudacityBrewHouse","IPA - American","6.5%","65",3.5,"2,556","3,357","2,863","4",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
